id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
2,stl#User:Current semeter page->User:Current semeter page->Current semeter page:Display message page->Display message page:Save selected course->Save selected course:Updae lock status->Updae lock status:Confirmation page->Confirmation page:Homepage,set current semester course,TRAN_NA,7,22,3.1666666666666665,6,22.166666666666664,4
3,stl#User:Current semeter page->User:Current semeter page->Current semeter page:Display message page->Display message page:Save selected course->Save selected course:Database,set current semester course,TRAN_NA,5,13,3,4,15,4
4,stl#User:Save button->User:Save button->Save button:Display message page->Display message page:Save selected course->Save selected course:Updae lock status->Updae lock status:Database,set current semester course,TRAN_NA,6,14,3,5,18,4
5,stl#User:Save button->User:Save button->Save button:Display message page->Display message page:Save selected course->Save selected course:Updae lock status->Updae lock status:Confirmation page->Confirmation page:Homepage,set current semester course,TRAN_NA,7,20,3.3333333333333335,6,23.333333333333336,4
6,stl#User:Save button->User:Save button->Save button:Display message page->Display message page:Save selected course->Save selected course:Database,set current semester course,TRAN_NA,5,11,3.25,4,16.25,4
8,stl#User:Lock button->User:Lock button->Lock button:Updae lock status->Updae lock status:Database,set current semester course,TRAN_NA,4,6,2.3333333333333335,3,9.333333333333334,4
9,stl#User:Lock button->User:Lock button->Lock button:Updae lock status->Updae lock status:Confirmation page->Confirmation page:Homepage,set current semester course,TRAN_NA,5,12,3,4,15,4
1,stl#User:Confirm information->User:Confirm information->Confirm information:Display confirmation ->Display confirmation :Homepage,update course preference,CTRL,4,9,5.666666666666667,3,22.666666666666668,4
2,stl#User:Confirm information->User:Confirm information->Confirm information:Display confirmation ->Display confirmation :Database,update course preference,CTRL,4,10,3.6666666666666665,3,14.666666666666666,4
4,stl#User:Send student detail->User:Send student detail->Send student detail:Display detail->Display detail:Display confirmation ->Display confirmation :Homepage,update course preference,CTRL,5,6,6.5,4,32.5,4
5,stl#User:Send student detail->User:Send student detail->Send student detail:Display detail->Display detail:Display confirmation ->Display confirmation :Database,update course preference,CTRL,5,7,5,4,25,4
6,stl#User:Student course page->User:Student course page->Student course page:Request student detail->Request student detail:Display detail->Display detail:Display confirmation ->Display confirmation :Homepage,update course preference,TRAN_NA,6,9,5.4,5,32.400000000000006,4
7,stl#User:Student course page->User:Student course page->Student course page:Request student detail->Request student detail:Display detail->Display detail:Display confirmation ->Display confirmation :Database,update course preference,TRAN_NA,6,10,4.2,5,25.200000000000003,4
1,stl#User:Course link button->User:Course link button->Course link button:Get  enrolled students list->Get  enrolled students list:Request students data->Request students data:Display page->Display page:Homepage,view enrolled students,TRAN_NA,6,18,2.8,5,16.799999999999997,4
3,stl#User:Send student detail->User:Send student detail->Send student detail:Display page->Display page:Homepage,view enrolled students,CTRL,4,5,4,3,16,4
3,stl#User:Click button->User:Click button->Click button:Request student detail->Request student detail:Display page->Display page:Homepage,view final student schedule,TRAN_NA,5,6,3.25,4,16.25,4
1,stl#User:Send teacher detail->User:Send teacher detail->Send teacher detail:Request teacher detail->Request teacher detail:Display page->Display page:Homepage,view final teacher schedule,CTRL,5,8,3.5,4,17.5,4
3,stl#User:Select  year and semester page->User:Select  year and semester page->Select  year and semester page:Request teacher detail->Request teacher detail:Display page->Display page:Homepage,view final teacher schedule,TRAN_NA,5,8,3,4,15,4
1,stl#User:Course reigister page->User:Course reigister page->Course reigister page:Section conflicts page->Section conflicts page:Request student detail data->Request student detail data:Display page->Display page:Homepage,view registered students,TRAN_NA,6,15,2.8,5,16.799999999999997,4
3,stl#User:Send students detail->User:Send students detail->Send students detail:Display page->Display page:Homepage,view registered students,CTRL,4,5,4,3,16,4
2,stl#User:Student preference menu->User:Student preference menu->Student preference menu:Display progress->Display progress:Homepage,view student progress,TRAN_NA,4,6,2.3333333333333335,3,9.333333333333334,4
1,stl#User:Access all student information->User:Access all student information->Access all student information:Show all students data->Show all students data:Database,access all student's data,CTRL,4,24,2.6666666666666665,3,10.666666666666666,5
2,stl#User:Homepage->User:Homepage->Homepage:Show all students data->Show all students data:Database,access all student's data,CTRL,4,16,2,3,8,5
1,stl#User:Access all resources button->User:Access all resources button->Access all resources button:Show lists of resources->Show lists of resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,5,9,2.25,4,11.25,5
2,stl#User:Chose resources->User:Chose resources->Chose resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,4,3,3,3,12,5
3,stl#User:Homepage->User:Homepage,access list & status of resources,CTRL,2,1,4,1,8,5
4,stl#User:close resources->User:close resources->close resources:Show resources information->Show resources information:Homepage,access list & status of resources,CTRL,4,3,3,3,12,5
1,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information,input User's info,CTRL,3,2,1,2,3,5
1,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,6,15,13.8,5,82.80000000000001,5
2,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,6,20,15.8,5,94.80000000000001,5
3,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,5,9,12,4,60,5
4,stl#User:Select attendance and semester->User:Select attendance and semester->Select attendance and semester:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL,5,14,14.5,4,72.5,5
5,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,5,9,12,4,60,5
6,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,5,14,14.5,4,72.5,5
7,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Homepage,input student's performance,CTRL,4,3,9,3,36,5
8,stl#User:input user imformation->User:input user imformation->input user imformation:Display user information->Display user information:Database,input student's performance,CTRL,4,8,12.333333333333334,3,49.333333333333336,5
9,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Homepage,input student's performance,CTRL,7,19,9.333333333333334,6,65.33333333333334,5
10,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Save changes in database->Save changes in database:Database,input student's performance,CTRL,7,24,11,6,77,5
11,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Homepage,input student's performance,CTRL,6,13,7,5,42,5
12,stl#User:Input user information page->User:Input user information page->Input user information page:Show options->Show options:Show user->Show user:Display user information->Display user information:Database,input student's performance,CTRL,6,18,9,5,54,5
